author,categoria,ciberacoso,texto,Unnamed: 4
afms1912,2.0,1.0,"Saquese los pelos de la lengua, lameculos",
"RoFernandez91
",3.0,1.0,mejor tirate de un balcón nos haces un favor a todos,
"cardazara
",4.0,1.0,"Acaso ella llegó al congreso por arte de magia? No, se debe a sus votantes, y no creo que por ella hayan votado uribistas.
Y no me parece leal que ande de ""amiga"" con un tipejo que además de racista y sectario, ataca, calumnia y pordebajea a la gente que votó por ella.",
Lukillaspaz_,1.0,1.0,"Te voy a violar pendejo, te voy amarrar a la cama y te voy a torturar",
Binary_File,2.0,1.0,"Enserio, enserio, me gustaría tener un debate con usted, haber si es muy inteligente y se hace la tonta, o no se de verdad, por ahí un conocido suyo me dijo que era bien boquisucia y grosera.",
LuisMaraiano,4.0,1.0,"Que pereza que mi Colombia la esté llevando al abismo un paraco narcoguerrillero chuzador, alcohólico y vicioso",
GlendaPabaCant,2.0,1.0,"Estúpido tú que por defender lo indefendible escribes incoherencias, bájale a la mata que mata es lo que es, que te está atrofiando la única neurona que te queda. Pedazo de petardo",
danielkh92,2.0,1.0,Usted se cayó de la cama cuando era bebé? O porque ese pensamiento que le sale tan del culo? Lameculos,
Diegover1972,2.0,1.0,"Si no fueras tan chillon y payaso, a lo mejor!",
"pachito777
",4.0,1.0,Una cosa es su padre otra la rata inmunda que es ud hijueputa arrodillado,
dennys_robinson,4.0,1.0,"Típico del uribismo: hoy me aborda un muchacho a pedirme una firma que en contra del aborto, y cuando leo la hoja, efectivamente,  era la firma para el referendo que estado impulsando el Uribismo.
El que es bandido, no deja de ser!!!",
apolades2014,2.0,1.0,"Pobre idiota y sus problemas de agnosia visual  leyendo medios sesgados, se les cayó el telón, babosos",
revisandopaja,2.0,1.0,Hacete el pendejo no más,
"LGmez
",3.0,1.0,"Ahórquese y sale rápido de eso. Usted fue quien vino a mi TL, yo a usted no lo sigo.",
euknardo,2.0,1.0,"hay que hacer respetar a la mujer, sea como sea, ojal pague, pa cagarme a golpes. Aún hijueputa de estos, maricon, claro que sí la vieja fuera hombre aparte de bajarlo lo acabo a trompadas, malnacido",
ManoloMorenoM,2.0,1.0,Yo no disculpo a esta bruja hedionda!,
matesconyuyos,1.0,1.0, te voy a encontrar y te voy a romper la cabeza hija de puta,
jileonal,4.0,1.0,También tiene la misma afición por el perico . Solo eso explica su delirante defensa al mamarracho presidente.,
"hr_jaime
",4.0,1.0,"Lo único malo de Villavicencio es su administración una rata de alcalde que tiene que no ha servido para nada en 4 años, tiene estancada la ciudad seguimos sin agua, los semáforos nunca funcionan, el alumbrado público y la malla vial deteriorados, la inseguridad desbordada",
DiegoAn97295337,4.0,1.0,Lo que tenemos de presidente es un bandid,
"Zat4nnz
",1.0,1.0,Te odio sapo catretahijueputa malparido asqueroso gonorrea inmunda rata malparida,
"s43834586
·",4.0,1.0,"Acá está escondido como una rata 
Sbanos
 .",
"RobertoMerken
",4.0,1.0,"Tú eres el retrógrada, el genocida, el pedófilo... que se escuda en la biblia.
Por fin se alza la voz ante el fundamentalismo del Pastor Soto.",
avique21,2.0,1.0,"UD parece analfabeta , habla mierda por hablar",
MosquitoSamario,4.0,1.0,se sabe q usted es un mantenido y Bandido,
e_nannow,1.0,1.0,Te voy a encontrar y te voy a cagar a palos hdp,
Inconciencio,2.0,1.0,Cobarde y bocon hijo de puta.,
mejiaantonio731,4.0,1.0,"El nefasto botas miadas que siempre estuvo en contra de la pensión de adultos mayores, Traidor a la democracia. Discriminador, corrupto, y Rata Mayor.",
LaNinaDiana_,4.0,1.0,"Me preocupa el rumbo que está tomando mi país.
Lo veo como un barco dirigido por un pirata guerrillero  lleno de ratas hambrientas devorándose entre ellas.",
anranega1224,4.0,1.0,"Ese Leiva que es un bandido,",
alannyscc,3.0,1.0,ay marico córtate las venas y ya que ladilla,
"Alicia64036390
",2.0,1.0,"🤫mujerzuela mejor deje de mostrar el rabo en publico, eso no la deja pensar 💭",
Secretosky_,2.0,1.0,"Sos un bobo grande, retrasado. Cuanto le pagan por hacer el ridículo?",
JeanCarlos_018,1.0,1.0,Te vas a hacer pegar un pepazo!!,
Cuentasmanuel,2.0,1.0,Usted más retrasado aún que lee los trinos de una persona que acusa de enferma.,
99J12P,2.0,1.0,jajajaja este payaso es tan bruto que se cree sus propias bobadas,
TheMr___X,2.0,1.0,Que monda vienes hablar tu malparido si estás boleta en la autónoma que le caes a ese poco de pelaitas.,
difzara87,1.0,1.0,"12 años vos con con esa foto de perfil. Habla pues cuándo y dónde o te da culillo, payaso.",
cachican,2.0,1.0,"Eres una empleada mediocre e inutil, lo mejor es que te pasemos la carta de despido",
TodosporCali_,4.0,1.0,"|Ayer, usuarios del MIO capturaron a este presunto abusador quien es acusado de tocarle las partes intimas a una mujer. ",
JNeiraN,4.0,1.0,"El torcido Fiscal Anticorrupción Luis Gustavo Moreno confirma que quien le pidió a Néstor Humberto Martínez que lo pusiera ahí fue la rata de 
@German_Vargas
; Hoy el man teme q sus antiguos jefes lo manden a quebrar; Dice q está siendo amenazado por las delaciones q está haciendo",
smart_fit33,2.0,1.0,Hay q ser atonlondrado para escribir esto ,
LaVidadepueblo1,1.0,1.0,Te voy a hacer la vida imposible,
FreddyMunares,2.0,1.0,Nunca había visto un Man tan fastidioso mk no soy capas de ver más de 5 segundos se esté mongolico,
jucala1963,2.0,1.0,Pobre bobo hijueputa....no sabe que escribir esta gonorrea drogadicto malparido,
bazureta,2.0,1.0,Hipócrita hijueputa.,
"elbarbas0112
·",3.0,1.0,Pues suicídese y deje de colocar maricadas. :v,
jhonglo1,2.0,1.0,"Esta señora tan boquisucia, de que antro salió?",
jucegar58,2.0,1.0,"Miren a este tinterillo hijo de puta: fue su amiga, la Sarabia, en su afán de mostrar poder y recuperar algo robado, sometió a estas señoras, por orden de ella. No meta a la fiscalía. No sea sesgado, malparido, mala leche. ¡Cerdo asqueroso!",
PETRIIISTAAAAS,4.0,1.0,"Jajajajaja el Guerrillero hampón 
@petrogustavo
 engañabobos no convocó una marcha, convocó una pequeña izada de bandera",
Alvaro_JGM,2.0,1.0,Que estupido eres,
"AntonioCR1974
",4.0,1.0,"Entonces la reunión denunciada por Betocoralg
 donde el paraco admirador de sicarios EEZapateiro
 y el delincuente IvanDuque
 estaban al parecer planeando un magnicidio o golpe de Estado; resultó ser cierta.",
estebanbetta_,2.0,1.0,"No me aguanto mas este viejito cacorro de mierda, todo problema pasa por ese carechimba añejado, lo más divertido que ha hecho ese gordo hpta es dormir. ",
josefante,2.0,1.0,Este hijueputa arrastrado cualquier cosa que prospere en este mundo le da envidia.,
Tiradorsilencio,4.0,1.0,"Que JAMÁS se olvide q el Ex-Convicto ⁦
@petrogustavo
⁩ es un Vulgar Bandido.",
EdisonBedoya21,4.0,1.0,"BluRadioCo
, otra cloaca criminal 
NestorMoralesC
, otro terrorista de la información ",
jdlongasv,2.0,1.0,"ud es tóxico para la humanidad, ud es un desadaptado, incendiario, resentido",
framxdxd,3.0,1.0,mi mama lleva 20 años haciendo terapia y sigue siendo una loca de mierda pelotuda psiquiatra pegateuntiro,
KratosXirri,3.0,1.0,"PedroLasprilla
",
MariaVi610333983,3.0,1.0,"Morite indio mugroso.! Vos no sos dueño de un hotel, dejá que otros progresen, malparido!",
ElPablanguitas,4.0,1.0,"A la Dra. Caída del zarzo no le gusta nada, solo que la alaben y le digan cuan inteligente es.",
gbn42,2.0,1.0,"Es un estúpido, a lo mejor la madre es una kilos mortales, imbécil.",
Luisaferde,3.0,1.0,No le gusta vivir??/ Suicidese entonces!!,
Juansistemico,3.0,1.0,"Si las cosas se enredan, cierre los ojos y arrójese al nudo.",
PJMslns,2.0,1.0,de todas las personas que existen tenia que ser esta perra,
"manuela9810
",4.0,1.0,Me cogió la gripa asesina de temporada,
nico_cacolas,2.0,1.0,Que pereza tener que seguir aguantando a semejante imbécil. La madre y padre de esta los debieron haber castrado.,
"albertoardila
",4.0,1.0,"Babosa asesina a dávila, mancuso demuestra la culpabilidad de auv, se pacta cese al fuego con eln ¿y lo de mayor importancia es la auto-critica?",
hemaguirre,2.0,1.0,Oe tonta entonces que maten policias pendeja,
Aionelol,2.0,1.0,jajajajaj papi de buena que cumplir 30 viene con ser idiota o que?,
MauricioMgomez,3.0,1.0,cdtrnews peguese un tiro por ardido,
laca1594,2.0,1.0,"Venga señor Santos, usted no entiende que llego un guerrillero al poder, como va a confundir un democrata con un hp bandido, respete mijo, usted vive por fuera , quedese callado idiota",
"JoanAlfaroCTG
",4.0,1.0,"Lo invito a que investigue sobre mi; nunca he tenido OPS. Yo trabajo en investigación de desaparecidos en el marco del conflicto armado para la JET, soy Consejero de Juventudes, Delegado de la Mesa de Víctimas, Dirijo Jóvenes Por Cartagena, CREO QUE APORTO MAS QUE USTED MISOGINO",
manuelhm1997,2.0,1.0,"Calvo payaso, el niño de 45 que llora porque le hacen bullying, ridículo el lameculos del establecimiento",
kellybilbao28,3.0,1.0,"Morite butifarra malparida 
JarlanJBarrera",
Buzzy089,2.0,1.0,Este tipo si es un super tocado y arrogante. hijueputa tan mamón.,
Betocoralg,2.0,1.0,¿Por qué tan lameculos amiga?,
Sebastopol01,4.0,1.0,Jajajaja este inútil guerrillero y mitomano le gusta que trapeen el piso con sus cuatro pelos. Espero la respuesta de Santiago Abascal a este mamarracho cachon.,
rer1930,2.0,1.0,"Que porqueria esta rata asquerosa, hay que desprestigiarlo para que la gente no vaya a esa clínica de esa escoria.",
jair_sta_1709,2.0,1.0,"A la edad de Viera ya Armani tenía 2 copas libertadores de América, 2 recojas sudamericanas, y había humillado a Viera en todas las finales que lo enfrentó.  Mejor haga silencio y báñese, mamaburra.",
Francis4808600,2.0,1.0,ESTÚPIDO CAG0N!,
"camilovargas_01
",4.0,1.0,Uyyyy no socio deje el machismo a un lado que las mujeres pueden hacer bien las cosas. No las maltrates MISÓGINO,
"moreanney
",2.0,1.0,Perra sarnosa,
FonoAudioReal,2.0,1.0,"Si sabes que entre todos te vamos a cerrar la cuenta, ¿cierto?. Desadaptado.",
jeyson1985m,2.0,1.0," vaya charle con su madre, bobo HP ya se volvió igual de fastidioso que esos otros perros",
CejotaProfeta,1.0,1.0,te voy a encontrar burro hp,
JhonPin98618875,4.0,1.0,"Retrasado delincuente mentiroso, serán con la plata que le dieron los narcos para la campaña del narcogobierno petrista…",
CAVENDISH09,2.0,1.0,"venerea, bruja apestosa y mafiosa.",
FreddyA010464,4.0,1.0,"Así se haya hecho ""español"" está rata pronto tendrá q ser ser extraditado por tantos delitos q cometió con Lenín MORENO",
cegomez15,2.0,1.0,"Jajajaja, que está tomando? Ahora sí se terminó de tostar este imbécil",
"colo2376
",1.0,1.0,Defienden a un pedófilo!!!! Están grabados y documentados!!!! Asqueorosos!,
Nao_vh,3.0,1.0,"Abra el gas de la estufa. Encuentre una buena viga y ahórquese. Puede elegir el método que quiera.
Pero es su mejor oportunidad.",
Oscar_1030,2.0,1.0,"Tarado tan grande, eso pasa cuando te reproduces con tu prima, qué dolor que este mamarracho sea congresista",
Diablorojo19966,2.0,1.0,"JAJAJA lo que tiene es hambre este hijueputa desnutrido JAJAJAJAJAJA si está en las últimas pida trabajo si quiere yo le doy mijo, en vez de estar todo bocón y malparido dándose las de adinerado cuando no tenes NADA",
Gabito414,2.0,1.0,jajaj pobre Lameculos  Baboso!!!,
"bendeckflorez
",4.0,1.0,"El ladrón juzga por su condición, la Difamadora mayor... No tiene la menor vergüenza.... Esta Rata inmunda",
diyergut,2.0,1.0,"Llora mamón, me encantan tus lagrimas",
Christi72247432,2.0,1.0,"GUERRILLERO HIJO DE LAS MIL PUTAS, USTED ES UN ARRODILLADO, COMO ASI QUE EL ELN PUEDE SEGUIR EXTORSIONANDO, USTED ES UN PAYASO HP",
VicenteAriza,3.0,1.0,"Nadien te quiere, suicidate 
Hillary_nataly",
moonlightmeaw,2.0,1.0,De que sirve que legalicen el aborto si usted ya nació,
_nairaacosta,1.0,1.0,me da igual quien seas te voy a encontrar y te voy a descuartizar,
Santibedoya382,2.0,1.0,"Que comentario tan idiota, estos uribestias cada vez peor!",
YearobYes,2.0,1.0,"Y esto solo demuestra lo estúpido que es usted jajajajja, definitivamente estos no ven más allá, de lo que ve esta negra analfabeta y oportunista",
sonataopso,2.0,1.0,"Jueputa, lo que más me saca la piedra es que todos los días le dan papaya a este pendejo para que se luzca.",
MOGOYAAA,2.0,1.0,"NOOOO lameculos ! Cuanto te pagan por tw, trabaja flojo",
edgarferla,2.0,1.0,Aprenda a escribir primero no tiene sentido la pendejada que escribe es mongolico o que ,
DonVizcarrondo,2.0,1.0,"Mire atolondrado... Le están hablando de la señora Marta, que es del séquito de Álvaro... Ojalá ya si entienda, tarado…",
Gmwyllym,2.0,1.0,"Vicky divina una periodista sin ideas, mediocre, carroñera. ",
paisa_COL,2.0,1.0,"Para ser bodega, estaría con cuenta recién creada, además alabando al hijueputa guerrillo. Simplemente insulto petristas, mono analfabeta, ah y lambón.",
oscar7ps,2.0,1.0,Payaso ,
pariente3611,2.0,1.0,Con esta respuesta lo único que voy a hacer es darle visibilidad a un perfecto idiota que se apoda frankportilla,
maxibr0901,3.0,1.0,"Por fin es perro hijo de puta reconoce que tiene ese país llevado del putas. Gordo Malparido, morite rápido genocida.",
"dixipaso
",4.0,1.0,"
Habla desde su experiencia criminal?? Rata inmunda",
COLONIA1996,2.0,1.0,"Ese perrro asqueroso que vergüenza pensar que desde pequeño mi papa siempre me hablaba de él y de Arley, Mayer perro hptaaaa",
Wiyiam,4.0,1.0,Usted sabe cuánto cuesta el esquema de seguridad de esa rata?,
,,,la asquerosa y asqueante libertad de prensa tratando de limpiarle el trasero al criminal de Barbosa ,
EdgarTom94a,4.0,1.0,La asesina que tomaba fotos  pero con tiros de fusil...genocida inmunda y asquerosa.,
resalcedom,2.0,1.0,Este señor se merece un premio Oscar ...por el papel de estúpido que interpreta..,
estradacar,2.0,1.0,Vergüenza te debe dar a vos atolondrado. Aprende a hablar soquete!,
"MValjean
",2.0,1.0,Entre las putas tu madre de primera!,
Cruz__11,2.0,1.0,"Uy no, si va a tuitear que sea con ortografía aborto de mico.",
yanimatos11,3.0,1.0,"Replying to 
luisoliveros13
Sr. tirese de un puente.",
canbibland,2.0,1.0,Este es otro aborto de la naturaleza hp,
Lvallecilla,2.0,1.0,"Payaso y todo, mejor informado que usted, bodeguero.",
caucacaminante,2.0,1.0,"Pues no vaya, lameculos…",
"Mi0pinionYPunto
",4.0,1.0,Victoria Eugenia es igual de asesina que los demás miembros del clan Gnecco,
julian_ortegam_,2.0,1.0,"Cállese, volvolardo mugroso",
Julintoloza3,4.0,1.0,Usted lo que es un pobre bandido con cara de chirrete,
"Giovanny198609
",1.0,1.0,voy a matar a tu madre perro,
picnictotal,3.0,1.0,en caso de incendio arrójese al fuego,
0estresmipapa,2.0,1.0,Nada más asqueroso que el sonido de este pelado respirando con 5 litros de mocos en esa nariz,
felisile,2.0,1.0,Este malparido en que pais vive,
"pjantonio21
",3.0,1.0,"JarlanJBarrera
  porq monda no cobraste el penal así hijo de puta morite",
Richard24Reyes,2.0,1.0,"Haber gran H....P me sobran 5 mil pesos de lo que invertí por venir a Tunja, si quieres te los regalo malparido, porque tú madre repartiendo CULO y vos más pendiente de América en vez de ver cómo sacas a tu mugroso equipo de la quiebra, deja de abrir cuentas falsas maricon",
cegomez15,2.0,1.0,Que imbécil este hptaaaa,
"CristianCapooo
",2.0,1.0,La perra de su mama tambien tiene la tetas escurridas,
miguelacd9315,1.0,1.0,A usted toca darle es de baja ,
John_Gomez5,2.0,1.0,"Duras afirmaciones de un idiota que no sabe que es caminar en el monte, selva o bosque! Que animal!",
"avacostas
",4.0,1.0,"Llegan las primeras imágenes de los ""Comandos"", grupo paramilitar creado por el general zapateiro, pleno entrenamiento físico militar.",
Tempranillodel1,4.0,1.0,"Sabíamos que no era conveniente para el país que un bandido impune como el, llegase a la presidencia.",
"YOCAZADOR
",4.0,1.0,Fueron atacados por paramilitares al servicio del narco paraco Uribe,
lucho_monteria,2.0,1.0,Y este pendejo en que mundo vive,
francis78283316,2.0,1.0,"la leche con la que cuajaron a este insecto, no tenías proteínas, será que hubo algún incesto??",
"julian_marssof
",4.0,1.0,Resulta que la guerrilla secuestra y asesina pero vale la palabra del grupo guerrillero por encima de la voz de la víctima?,
edwardjames007,2.0,1.0,Deja de meter perico bobo hpta,
juankdog,2.0,1.0,"Que HDP tan cansona con ese tema, será que puede escribir algo diferente malnacida, engendro ASQUEROSO",
68Saino,2.0,1.0,Vos SOS un FRACASADO BURRO CON CEDULA QUE HASTA EL CORRUPTO E INUTIL DE BOBOLFO TE DIO SOPA Y SECO INFELIZ.,
DaniZuluaga096,2.0,1.0,Ese tipo cada que dice algo la caga más! Ya cállese señor!!! 🙄,
hubado57,4.0,1.0,"Sería excelente si esto ocurriera, sería el preámbulo de la caída del terrorista 
petrogustavo
",
"dariocasallas
",4.0,1.0,"Falta la Autopsia, y juicio político a la rata Petro",
modios28,2.0,1.0, estupido vividor y PARASITO,
lince0207,2.0,1.0,Típico perfil de mugroso petroburro,
Itoldyoutosm,2.0,1.0,Estupida la perra que te parió. Y mongolica la que tienes entre las patas. Inhala amoniaco a ver si se te despiertan esas neuronas y conectas una. ,
geoduque,3.0,1.0,"Uribe, Colombia lo olvidó.  Cumpla y arrójese al Río Magdalena.",
MILarrarte,2.0,1.0,Asqueroso enfermo,
Glevaz,2.0,1.0,"Oigan pues a este desadaptado, le hizo daño ese porro",
"FlorezBermejo
",4.0,1.0,"CON EL PARAMILITARISMO VIGENTE EN COLOMBIA FINANCIADO POR URIBE VELEZ, CLAN GNNECO, FEDEGAN Y MEDIOS DE COMUNICACIÓN QUE AYUDARON A LEGITIMAR LAS AUC Y LAS CONVIVIR QUE HAN CAUSADO TANTAS MASACRES EN COLOMBIA, DECLARADO POR UN JEFE PARAMILITAR MANCUSO Y DE ESTO SI AY PRUEBAS.",
JuLiAn8219,2.0,1.0,"Otro idiota útil defendiendo a un Guerrillero hampón y corrupto, parásito del estado que hace + de 3 décadas lo único que hace es desangrar a el país. No tienen otro discurso a istedis los URIBISTIS MADURE!! idiota útil",
oscarroapaez,2.0,1.0,Cretino descerebrado analfabeta chofer de bus chofer de un pais,
bazureta,4.0,1.0,"Pero lo pitas tarde hijueputa, ladrón malparido.",
HarriElias,3.0,1.0,_Posesiva Suicidese ahora jajajajjajaajjajajjaa,
"Patrici8cornej
",4.0,1.0,"Freddy Carrion es un abusador acostumbra a hacerse el machito con las mujeres, maltrata a su esposa y ella lo defiende, la pobre está segada y no ve razones. ",
"cristyan_lop
",2.0,1.0,Ya cállese bobo…deje de hablar estúpideces,
"karitozabaleta
",4.0,1.0,"Ni tendrás nada de eso, porque con esa forma de “pensar” que te levantes una. Complicado 🥲🤣. Suerte Solteron misógino.",
